customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,,,ACTIVE,NONE,26.0,2c615abaf850bb6fe714b635c29af62d8f98bd2304e13ffb6a781167d186ac7f
00761aefe07a2dd6ca110c99f3856ede55f20ff00ce754bf24c422c6746d05f3,,,ACTIVE,NONE,26.0,13f43891ff3d25ff17be1c98651e86256d3499a0433872c709142089b715fd64
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,,,ACTIVE,NONE,23.0,acd37e823959feb6ef8d806d2b29b6876acf91fd9d113f360e2b28574e9d60c4
00889357d9b1e0e3788fbe8fd7448580b9e51800f59196891c4796a9aaac0945,1.0,1.0,ACTIVE,Regularly,22.0,26c44e02c5a7f6d7646308b969f8b6feb88cdd00c3abba3fcdf3ed661a5339bd
008a118b7c72fd3b8a614eb2672ddfc2a78434c5776af215f4e281fa7506b842,1.0,1.0,ACTIVE,Regularly,55.0,8c22ecb0cf9fa2c1242be36120e96ff88a0c793a17399ea872ce0f8eb7abb94b
0091c0e943c92167ea78f6ac180636be4098b06c1a066cac6f064eab9dc76d3c,1.0,1.0,ACTIVE,Regularly,67.0,ff4dc02518603adaf68bfa091a49b353f72ee0581fd18fc35492d81e2c388a99
00a017d6e1010e117e3881be44027688795bf5f3c363696f7260d0ebe2727285,,,ACTIVE,NONE,25.0,24c9687aa7837c6be74ba1fca6bbe70413d9c545819eef57f014b105d061b8e5
00a4f2c8cc87ffb0ea7db47b4b0b247b9ef11033c8d976f374f709a6fb80f1b9,,,ACTIVE,NONE,21.0,236c1a0383b0b1ce440f57bed26939a2d90d8502304e1c77c6206a3f32f3d226
00a64e86897e28b304195ad497bc63234a3ab00a5eb247930ff59398d765f04a,,,ACTIVE,NONE,53.0,c5b1864ad016ec626a72a66c3e9e0be5d76772e2167f06bea1e58938508e3307
00a95aa4ba8d20f1bad415bab15ca6174a762f7550c819f4a1051fc7ee6bcb89,,,ACTIVE,NONE,28.0,b84d7dddf4a5c9942e8c06340e755bb14a84a1668299e8d0562ca2e479676f97
00aa02ce95fc11f654a76101fd39a3db6b29879fddd8f8b1e56b3e6fbe6fe8d8,1.0,1.0,ACTIVE,Regularly,24.0,6d3b7aefca6c8ea99feef5b0b358cfdea774ddc8eea2881b87fafbf1d8370518
00ac5119d21281802ecd309e8c7fa0b598e0be861f21caadefd9bc8cf3f87eed,,,ACTIVE,NONE,60.0,0abca62d09531daee9e91003afb12ae2ee3f243e4f29a08666487902c790ac17
00b1804e347ad55d1a75d7c07169e17d1890ad48953824879234177741a85955,,,ACTIVE,NONE,53.0,7ff26364eacfe1e14fe73c0e8b3b70f099bd6bfb02b69ef89c563b6978efd0f4
00b5bd5358a05155631bf733a933ecff5eb872f5143af59994ff3e62a97476d7,1.0,1.0,ACTIVE,Regularly,51.0,519777288ec273e9a29e873c4901d5186947b6d2aa743eaf8b19c7a3a6a48dbd
00b6ec8613e51d8eadc5157f5a12ae1366ca29da7d44cc8d0ae1e667dea6f268,,,ACTIVE,NONE,73.0,3dbd6c1971fd1e0310054ffbb50ee57c579834d901189e7c444f1eb923b9461f
00b85712d5e677f7ae3bfa9f9b5780a6eb328e99aeea633f6e8a3df5589d6486,,,ACTIVE,NONE,29.0,f0e5104d84a3e83acc9cdcb09da67c0c2274992436c09bb957cdf3eea53d8102
00be0a263381af38132d31225e8fb12fbc527c654b446484fb672a78118f037d,1.0,1.0,ACTIVE,Regularly,22.0,11bdbf07a65ca5ccb5caf94e48de45d17c8f1c71f5529153f7c82c7eee0c529e
00c09e66121ad36f5a8d5039cda266d60bc53daac0b7ad14f19cbbf97be0b160,,,ACTIVE,NONE,47.0,ead0347783c497b72ae121eb26004ad6c293f5475f98d33559fa2fdc7e0254aa
00c59bdfaf753688c62cc13f67382dd54275f776a2f6a6ebee11b27049d1d7f7,1.0,1.0,ACTIVE,Regularly,34.0,16b21aa83ae87d7b65fe6b75c1a4171f3b0075d58ddcacd5854b56ff39427f63
00cf4505ba84c01f03c47829352054483acb59a9492ed0eef597dcf030e9e58b,,,ACTIVE,NONE,47.0,09c80afc7790ffaa37bf3107be7ef537264dd8791d6df512c703ae014e6125c8
00d316a9b10b3d21094e4931f41a42ec7d093bbbd53c7b656ad830be8e6d1565,1.0,1.0,ACTIVE,Regularly,36.0,923a13af49ed34a1d9356dc6cd539851bcdac03a454a6bbb2096673df069068a
00d774cb18ec8f8c73f4a76846782013803b88f206dffd39638a15a8725a886c,1.0,1.0,ACTIVE,Regularly,55.0,e72f0780eff4836efd1b7e78e614a59f6821a0b26eb1437b9176d3c7156b883d
00d781e94d9a533dceb85a8d50a898d5987ad9921ea8c6945c247be7220bdd81,,,ACTIVE,NONE,44.0,c635627ce6e4b5b500615fe91de392abc60a6024de4b4c45855e87b89748d805
00da14cc2ed13b9df1425be332f190877d6607aa7c79f761d7605231fd532814,,,ACTIVE,NONE,23.0,7d1453f5cc7682398d0d1df2645ea7fae16c1dfca7b4760d8ae3236724b18d16
00e66bb584bb15b519d91b1979bc7ba33fa0ac956000263db19c0036ac8bbb80,,,ACTIVE,NONE,31.0,c103a4ac39ddc4a6bbbb0acd4c906c3c3d5ede433015ab9753c1d616e4f8a14f
00ead79936275fbd3c9cf7863d2eb1b11e553789c48149fec39eb4086cb64642,1.0,1.0,ACTIVE,Regularly,43.0,803300fbeca53918e2ed1b0d540199a38bcb54e5e38da09766e69bec52889a37
00f422e9990c411c736a3d0a35a1eea4cdbef1d419fdede13c01eecb99da4176,1.0,1.0,ACTIVE,Regularly,31.0,6e0df1b141624b7983252390d35fa205aecbfd4fadb46818b505fff5a29ec7cf
00ff637ac0fc881ed8b09088ed68218924f87f4100842dbdaf2d26c138fcbf2e,,,ACTIVE,NONE,65.0,a293e1a8ef25118beca0301c67d1bf45168db167332b285f92364135cde8e28b
00ffed0316ae807cb9439799d73cd61fd7f6479a0f9a19668ef442e3a775eb63,,,ACTIVE,NONE,46.0,ad77b61e18ed308ffc9cceefa30bca1c5b15474803822509fccf554db901d145
0115586b1ca570d4a4ef16b9a8e1cf62c9d519d43edc0bc7bdca09b5af2b1370,,,ACTIVE,NONE,58.0,650dc9fe0c0e2681e0d8631c13b0447c65b8bce572c499c7281a1850170ac540
011d7b691e30ed7eb65d0f141dba11c0d4aa6d30b0625eddc713b7172d4585cf,,,ACTIVE,NONE,51.0,2a6f191318a44f1675d50e0b6ea55324018a26f88c10edf638c3ba6ad590817a
01271359dce99de537d6a3fca3c4dfd3732b455ec5085dc0b1623ab550fb821a,1.0,1.0,ACTIVE,Regularly,30.0,14c0ac8f3bf598b6b45a3b787046692413b0c68dfc25a7677dc8520babca34e8
012bbedf2efe728a7407a5dc842a852f8e09e9ae9727110c916ae13ebbc86395,1.0,1.0,ACTIVE,Regularly,24.0,5325c03b5102fd8d78b097dac604a0917b30a12d3e0dd4691d437f3ca1e85d82
0132d21d866697c428e4d6ffb02548fd71966aa88c8f5adea314e2341f8ad87b,1.0,1.0,ACTIVE,Regularly,35.0,b77ef3ac7b4bc2d0dd1ecb1a146a6b82706314c4625935af6ddadc25070999f0
0137b87739a796f65396d8483173f66318039d19a2583f33f9014a6b6f38719e,1.0,1.0,ACTIVE,Regularly,25.0,f2ab7013a76c51c6e82fbe63833e41f96659b91b64aa75a9350d0524052fda9c
01393ee2d1e9494965b723a22d3b09d992a1b450d17621c4c970ef7faf4d0d8c,1.0,1.0,ACTIVE,Regularly,24.0,a75fe21ec094ed511e53229366dc29ae6fc5daefb86602867d7528157849e99c
013a3d7d6d974a818bcb8c5181b4f5016f8973550f42e1049b86053643ace6e2,1.0,1.0,ACTIVE,Regularly,20.0,d032ca8cfeb0c27db1d209be72dc3c9af2a2bfe1205e4307d93eca39dd865d7c
013d1d9e3414787ec7bf048697592b6f76dec3bd5263e485e64429ce387ed09c,,,ACTIVE,NONE,34.0,24825156e10d6a35c4538d5b5845a4b88e607d509c8ab7ec9fd2e1ca56da43a7
014838e4a1fadaaaa5bd2504b73861ef89db7a86b1d0b19f0fbd8bcdd5c3f414,,,ACTIVE,NONE,35.0,9bf27a48492253c60d9b590e57ea41d90fb496e9b53e4d99ce8f904bca55fb95
015e83393e4fc3b071ba6fc5f174bf3bf9813c88dcaf3e61e34c6525984d0ed1,,,ACTIVE,NONE,49.0,dc0b7201186102ba6f935dad5a10d3a3f8fe7216e50700699d2620ba023e00cf
01624a723db9eb160f1ce8148eea035963527b2ddca1816d5cd79b94bd16bd92,1.0,1.0,ACTIVE,Regularly,21.0,f9869ea337f940331834a17bb1970b06cbf63bbc8ccdf053ead5a26bee501ce8
0163c83a9a9e6a6653ab4aaf448a2773168cb76e74712456c56ea722df4ee5d8,,,ACTIVE,NONE,48.0,caf53a10777e0e0b14b5706b952701251d22263015410df04996cab1c4554194
01657d86ad3c7c5a15c7de441cc0a57c3ed9a3618b368a61aac06070f585df78,1.0,1.0,ACTIVE,Regularly,54.0,69b14dad11ccb8160cd48ed6278fc55dedcf20757a13ecc8e89be606ad7bb90c
016d8f0519d9e0572b3abebeab87408bad7a5c3a2840161f7de2f2900f39b6e6,1.0,1.0,ACTIVE,Regularly,36.0,96fbc55028302f49ddc181150a65d7275c5cf1cafc52bbc0cad83a0ff79b6baa
016ee5d84576b72727d7c812df0080f8fa551ba7156593a5ae585b16608e8077,1.0,1.0,ACTIVE,Regularly,22.0,fc28a6c9939641ebd0c3cc892c2f810eb3c2ecf083f2483853f6498d5d340d2f
017ddc94fee40ab9a24af073a4c69282b4c04e094d53a96dc0c97642b5d3b25d,1.0,1.0,ACTIVE,Regularly,28.0,979e80d94a3b2dad6361d3aafec770d4124e125f174c450ec0968398a500dd56
018584209ee49c1e2a461c7773bd642306432ff77eef6f32881c56bb3bf77de6,1.0,1.0,ACTIVE,Regularly,48.0,af4dd5de46a751dc299d40653972052b73796594fe382d6ddc0f55e198785f76
0193e3d59eb1a5625b36f53e947c0237ee16c4bd2f7ba7da4bb93efb9e17f66a,1.0,1.0,ACTIVE,Regularly,23.0,32c44bf3326175d9e9cb622ebe3115001183ce6b2623e1bbc742cd8e1634e64a
01959be607170cc2f092ee8fd13eda251b13cde70ef38dd37e37dcdadfde3b9e,1.0,1.0,ACTIVE,Regularly,22.0,94ee7fcb7fd1d97f18ca2317e1ef10d70f3e609066806d5ce404b116c6694429
0195ffd9003a84142a7fee9fbd85b97f111f054a1ee1587b2b98b60d506a5f1b,1.0,1.0,ACTIVE,Regularly,35.0,6d7ab246b907b0a619621c1aa43da7c2c3defa2b759c35abd722c5e9708784fa
01a9a077a83eacc6fd946a60c4ca2aed16219fcd83d31e3110fa04630c42b96d,,,ACTIVE,NONE,28.0,9758e8b96618b51b688bbec3964c050cd30839f0e16f4b535b063eb47ea62528
01b2ea4635479ad47c3a5eea6659e28f4f5ea16bbb6180bda7a7a3b18cade7bd,,,ACTIVE,NONE,21.0,9fa805cf20b56ee3d6e7f764cf5a0e19d8a4c201ffa12ddfe8a6b1f641975321
01b408ef638888ebabe6ba61e3e9cba93131152d371b50c8aded5eb1ca3aa3c0,,,ACTIVE,NONE,35.0,7bc32b2631fad30cf6c3ab54c9be4fa2f294816c76284682d6c092c6005f9312
01b855043167c672d20955a585f39f590a854238bd78149d4e0802362a40d2de,1.0,1.0,ACTIVE,Regularly,43.0,788024121dc4d7b5559846c8704fdfc0b7a141021a55b6d0767d9400065caf81
01bf0506fe8bb4b830a2b0a4459f11565f6b687c615008cdcd59b3abf6df4bd2,,,ACTIVE,NONE,54.0,6e21832aa56e88bb1abdbd45902a0efdddd61d3e169fb014980ecf0ae38ba318
01c290bff9641834691fef7f4b68ad176353d6971ca85e22efeb92c3aa3ffd35,1.0,1.0,ACTIVE,Regularly,21.0,e17bd0562cc54005983d7456671044cf6a6431465b8372ffea8fd301377d3d75
01c3653cafdd569ef34e36810d1c1bda71c0d425e568278d0cfe05cfb6604a1a,1.0,1.0,ACTIVE,Regularly,45.0,7db85a906fc03a66c299a4e0ad83319a36a2359ec23db231138c0fd1f0104b67
01cc2111fdf0603337bf82c79130e2144248bcec1a69cec7e28af56c0c78a4da,,,ACTIVE,NONE,44.0,d6139bb7f2a9cfdc7d9d8db10f63e19fed9c1a6f3c366ebdacf69e284eff1bca
01cdaf4a8603d1aafd565d05a7e1013d1cca48ab378fa83a68cfe01b52874852,1.0,1.0,ACTIVE,Regularly,22.0,f81440416b61cc991cf7d1e4500d06c7f353d68fa5694bf1b4c010cb3f53e381
01d106a0b45ae7f169b3233d332bf325c80c24d4d160edeccf7d70905077fb86,,,ACTIVE,NONE,33.0,22c5b826793085df11c7213865c0a0ab7c52888b41776ed8ba3d7a57426ca03d
01e464bf74b13a55df22de1528eff2b33749c0cd92953b62bd22dee2de17d1fd,1.0,1.0,ACTIVE,Regularly,23.0,7d6133d5c2dcdefd313289f000906b324a3b114f582f5ec38241466939342dc1
01e9439a70175b81a0fcfe7c066a23890a57ca97b9b6d4209b041dfaace79f3e,1.0,1.0,ACTIVE,Regularly,52.0,4aa06bbf628426f595e7c921868f0da9a3e377b82a15d065656f811f07185598
01ef5256e6264e9d50b11a08e9cfb2f2291324fedb4140cf7b4ad070548ffd8f,,,ACTIVE,NONE,46.0,f1ac8833fe6883a6cd7b90f229c6bd54be8a4eb2897e2fed9dff4613b8c52ae0
01f040495565a44cbee048d8a0340fe1ba46243565d634a9a574c69fa4b01ade,,,ACTIVE,NONE,29.0,a84be9898abf319271f75dd7c57f0f1878205e2083ea6e6df2c463f953a21845
01f0af0b062a155ce270aa4cd7420795b115dd9320c143eaa10213f13ba346be,,,ACTIVE,NONE,27.0,1fe58102c9fc7cfd10c79ad97d05a5c06462596a8f60fd5fb196cf07e7236996
01fbe7968ede05b116c4d878d47ed4fd33db355c4b3311c2967858f059a65dde,1.0,1.0,ACTIVE,Regularly,30.0,9a2cd07951c91da4f3324ee743ff6f02abfb1074131f6c55059b7414235c69d0
01ff82d2792db8d2f92caa1e934fd6a122117f99a47f500ed25e550b7e066362,,,ACTIVE,NONE,21.0,01726a54b09fb8fdc558bab2207ed295b77293f32d19041a7f202f99621c1c07
0200775b1e95937f4711156d1eccaff5c8d7f7627ad6ac7aa941ed2ad28ab693,1.0,1.0,ACTIVE,Regularly,36.0,624e389968f5ca48ad119d94a899199df5abee3f8476fce1ab55378594f21653
02042b44255a14412b92f126844f9b33518e2cd598dc36d89d9931907e966076,,,ACTIVE,NONE,26.0,f66320f354857fddbf96706765282402840068bab89804eb1d74e4dfeb163e6f
020bf2b7e1b1d36c8b7ea7e09782d5cfc7d4c31a74066075a73ac6015ddf5122,,,ACTIVE,NONE,49.0,7acdd6eab6810f65af72b648239c141fff26126743dfecefcc048920c1056819
0218014619321c250395c5cb9bc9f5323745113f61f3a136da2f3762df5930c9,,,ACTIVE,NONE,25.0,7fd0eabd875918a95f4cb6632f0005587eac2885a27d8ca16fc2fd5fe66f55f0
021bfdd3e66576efce4fdffc66c8e7837abad6ac50c10d3ac2c912e5558efd8a,,,ACTIVE,NONE,48.0,95efec2e62a62569b9736c943ddf31aac6bdd4efd89b3c097e1d13b014d2ffe2
022064800152ad93969188799580e0d2173bc7696f6deec3157f0938315410b4,,,ACTIVE,NONE,29.0,aa6597587b440b1b33cb767bc60ffef38b0e29c13b980fccc4a8ade1166b209f
022d28daa94930566e6139ae25faa966bebd5684cc486c59588d7e9b92262c50,1.0,1.0,ACTIVE,Regularly,28.0,f133bbde6cf4f4dd129a108578865fc377cd30f5390d55a8bd7f540bcd903d9d
02334389c86031bc841c43b000006162d3bdadd0a88acd650eaebdb3f1beb9c5,,,ACTIVE,NONE,25.0,2d811ab7dcd58bde6d16f05d90abe4cb05b2e3649f109ac6c0b0bb978a46bc50
023807eac529e635ef40b48d61685876c7487d129eb2384e3c335d8f66116874,,,ACTIVE,NONE,54.0,4f037fe39037a08261540c9d1a2896e0ed6e7ecb393b9f6c934acba44377faf6
023b48de81f6af9de6bef17e720e3873ce40df3f561c975cfd47eaef5f13d09d,,,ACTIVE,NONE,19.0,904c14719ceff79ae96915f7bced30556281341fcb8c388beb7fa996a7fa068e
02425a33ee2b4d547b1e4ca9ea521759a42f896af933bfd132f488ad3b6cceea,1.0,1.0,ACTIVE,Regularly,21.0,47e561cfe4a867fd81e9d2f3e1d5babafe95267da2af4be24e0d81594442ff2f
0246a0d28554496c1214de05bb45de56d41ba29bc356d79a7ce520aa40d7c2e6,,,ACTIVE,NONE,25.0,ee82df31dfb6b64e30d89b57fc3d0e06fcc21e9c64ff0796bee39537786d0c41
0247a4cfbe56ac5e1c0b5a91b0ab0aad812f6fca13d4fd7dd72cf870d4195ec0,1.0,1.0,ACTIVE,Regularly,46.0,cad20414ab0b4bc1d5f1aaeb581b2602ee2e07a012e02f66f5cef8cae2dc9f53
024cd49f530560442418b0fe9558ee9a79c62809b3bb3a6fbaaf04c2b9be9d2e,,,ACTIVE,NONE,29.0,9ab950ed4ea86bce6db49f9f690824adfa8eba0bc2caaf8d76096b4abe970e0a
0257cce57bcfd65d958d44d09bd52c80b07b5a5aee9fc625599b6c13ee4e1b9e,,,ACTIVE,NONE,51.0,8ec308f83d7da50f98628234f5c6bb43cb6d5d25e6e3ea3cc93349a55a83beb6
02587f4f566315388f44a3daaa4525146d79d5ae6b2837cbf55591ec1512884d,1.0,1.0,ACTIVE,Regularly,40.0,d52b779f9df43f42a3587ca8e2e3066480ea1d26172849f18ef927cfa1a13d64
025b18696068392821f083b1eebb31dee1f6704f243f909c025dfacd075bdaf2,1.0,1.0,ACTIVE,Regularly,54.0,d86c8ece41277b059c518093c216dfdf9bfae224b4d2e8e13f28b8411f0b7893
0263bfe4004755185ded376e186511eedd9f5a190144ac6699fda9cb038ad178,1.0,1.0,ACTIVE,Regularly,41.0,22eb75e2fcb90669eeffd70c2855240d862330d077d1e3e625ad0bf83f8c0fe4
026a1fb8bafd82f69183ae5dc8aea146c48c31d8ab03a3e711a9bc3fcec3a4b8,1.0,1.0,ACTIVE,Regularly,20.0,32c232c4e30e22fd0194f3b38eaa6704d7c9d920bb61a789f8e241ee45857195
02703e242da346fc85f1aad21208d1103e62e705564c81ca2b6edf943032320a,,,ACTIVE,NONE,53.0,1e7d05dbc2d1bdfaa36588b733dfac4aa44ec631a6ddf7f13903c82184422109
02722fa427178b9ca33fdaf1050d1c15472432abd33e0048207701534feb5b20,1.0,1.0,ACTIVE,Regularly,52.0,aa728760813d7018f985d5a498886a3cdbeb5137c08c0c47060b33a537d7090f
02735a7da462484b0adb3857a81a6a062dd37d18a716a47318c467ef2a96f9f0,1.0,1.0,ACTIVE,Regularly,47.0,c9779b569e10f214d770882640c308eae3725971ddf6a6633324a36e7326668e
0274e757cd770c98113d22951237e9dd035fa27567c5d521987222af2e0f9592,,,ACTIVE,NONE,24.0,0e6d845d3a30942b0209aef4786c2c13a0ef8a454682d780985c4b95ac001c07
0277917f4faac280023baecd03c3790b951a9403085da13631983b6c3d7eced0,1.0,1.0,ACTIVE,Regularly,19.0,c1cf16ee307161b4dab5a32646f4363ede69c9192e353bdb730463ca8a7bb373
028c2fb1495304ccc3208d8335ec2fe8fcfe19b47bb279df6a9bdb410332a082,,,ACTIVE,NONE,24.0,333d25300b4a8b4233e828cb09ba8e5883642d23eaf80289e4999e96ead29711
028e765770e7b56b22210ffee86c332e849a52309bb253d62da0b44d082d66bf,1.0,1.0,ACTIVE,Regularly,53.0,a77686ce1316350898d9ed2a16c63c36ffb65185de5b8d945c843b57eb5f4e6b
0291b7341d510fd571abf640a3c5ca7a374e6eb832a60961da02033b41b66735,,,PRE-CREATE,NONE,39.0,7963f352727d8407b78cc9968ff22a4c77df3ff5d8e93f8295727f5ca1ddab7f
029ceb992cb63df03c109790046e3fdebfce0b63c968823dd461b7f18ecc6b30,,,ACTIVE,NONE,33.0,353ee9d6cec4343c76e363fda9f4cfa315e8bf441b2b77aee11d9bc3db9e89d8
02a02c0969c67adde90ede610a54b365c31187872585eac40590c7327ebd7783,,,ACTIVE,NONE,26.0,229e242698c78e08e5209ced894ea2bd860d6af3fc8003ddbd72c45ba3e782e7
02a5fec03154399f739b4f8fbf1a43a9899fbbb24fd93cc9fd4674cab11cda8e,1.0,1.0,ACTIVE,Regularly,24.0,819d406f81f0a88e669fde3d35ddb4a07d7f426d262d56809e89aaa679286039
02aeb94d25610a3887b078c7eaf7d1196d0f041719ddc02ada82395bc05825fd,,,ACTIVE,NONE,24.0,edc6714f0ce7b3f533e885886f899fd755e07fb2b4ff9250ee185da53ac6ae47
02b3db570d4063d8005de2fe1ba4d6fae39795dc37a993f0f6fba313f9a2a744,,,ACTIVE,NONE,25.0,59d19c7f9904c341e79ad723dd62134e38477591439cea5511938119f694ea2c
02b50a52742b3a894cd5d1381bd3f462c3e6eff30f9dde8640b3697db2fd024a,1.0,1.0,ACTIVE,Regularly,55.0,9a926fc3aeed7fd9437f0e279c552db6231725a88f1025d489c46f5e6413c92a
02ba264ea5c7130504924f49228bcbaaa9ee96b76a6b4b0a16e19e691cf59f7b,,,ACTIVE,NONE,27.0,e9cd3dcf1159bc919b7284ca5096f4853fe25a6d089e037c2e7b4d51ed214235
02bfe1a5248beb9cd28ad4ac630a6d75e78d9a3e14551abee7a5a28d5812ea77,,,ACTIVE,NONE,51.0,b06b4b3700b6e5fc288c1d3055e40159a63c8b549cba8969edd750f8a87e8cf3
02c13bb5a2502db80d1f18b7db8ac0e250df329ba2b4aa0ea64df812ef946d2e,,,ACTIVE,NONE,59.0,57bbdcb6b6dfcd0892a96a68dc41eed973cfdde8b77fb9a81ee91018f041b16d
02c92ae97b966ec20080b6b2d15ffa768c8cbaceee45c329e89a78526b357f7f,,,ACTIVE,NONE,26.0,60ea5cc44a5dcd4f77a107f5bdea2fd653432e16af67918cd6a66cebb28ae915
02c955452f97696cbb01186f456adc89f7dd9828c6e39012c400fd26cbda47b2,1.0,1.0,ACTIVE,Regularly,49.0,28fe4bfac3c2c6207bcf1ffbc81fae9fb15f21d09d22e3d13b7ad841d1ce4733
02cca9fa806e222df1332afe49102f67cc35970a39471d4737c770e94e5dc492,1.0,1.0,ACTIVE,Regularly,30.0,fcd8194bfb817ebd1c1af0728a329df75f21c2cfba1d2a98b50e43bdb2230066
02d2cf9bcef0d10ae22bba38ee25c0192bc41d9a45b46ceab7467ca5a43f63c6,,,ACTIVE,NONE,27.0,672a91fad17b0855b2258b23bc21cad38111da48e7686362ddf4bc60211ebdb5
02d37b5d9116efbc2dc6420de3b30376039e2af283beadcba3afc936e41ae715,1.0,1.0,ACTIVE,Regularly,20.0,33c900015d71bc09f7018605b2d88879a1142937215cd4c8f3879f2d450e0687
02d796ea767fa2e94fc6228fe70d8af1a570da973c32f7ddbe7ac747ce4a6666,,,ACTIVE,NONE,46.0,afb0cc2c9f068b1e8220f74d007d89ba729e09d45a4438e73cea556bc4307605
02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020,,,LEFT CLUB,NONE,31.0,ee475185d12642de9f161821eda40966362c5f95324e02f9cefa153b4e8a7399
02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc,1.0,1.0,ACTIVE,Regularly,59.0,610b3cdb395c10761e85d80498f8cb9c87208523c72c8bee40581b1d48a48009
02eeb7d86c6d8dd801708091ed48bd654940c403ef12cfc10e4abc5eef90866a,1.0,1.0,ACTIVE,Regularly,25.0,6025668d3b5e94aed93fb85435dbf091112c32dd7d7088e74e914d17da4f3900
02f10c94c36c9f8d06ca2fccb131f8579cbabd1e3fb90c64ba799ad6222ad600,,,ACTIVE,NONE,32.0,340c5c2528a2b8e9ceeda06e169ddfbe467f0ec36c7322f61a822367ce40869e
02f3b09da6d49f6fc29547e4988e34eb9e0406cc53bb52d2ecf3b77e9e741a85,1.0,1.0,ACTIVE,Regularly,22.0,6f7d8afb8595cb12a45af94e84e6ae747e9ae1cb93db6112abeda5f1f6748de1
02f64c00a1c75904920d7d0ce06c85dc30ce93b14147db8826fab00ab1d7a1f8,1.0,1.0,ACTIVE,Regularly,24.0,68faf70bac8a2c94231c2a1f76636499b1e1ff4ff2ac79b9ed81256dc929d3da
02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1,1.0,1.0,ACTIVE,Regularly,71.0,ecabcb85471b3b50c7abef535672241700cfc7cf7ddb6c6454bb67f78236fb59
02fb616160a91e306ff84ef3cd1333f0cd7d364df06d6746d5b313af7ff7be7b,,,ACTIVE,NONE,25.0,753f0e7420815ca211af2ef64279151633fc33e04efae69b178e09757b625bc7
03023b630d51f53fcfebbbb0182e20a51de1b0463a85e9b5eef540ceefa95434,1.0,1.0,ACTIVE,Regularly,63.0,2d8a72b930cf45f7c614dbb025a785a04cfe7e885c1623402a44e98ff1a16184
